winner,f1,f2,f4mw,f4e,f4s,f4w,EV,n
Kansas,Kansas,Ohio State,Illinois,Michigan,Ohio State,Kansas,-18.921538461538457,13.0
Virginia,Virginia,Ohio State,Illinois,Michigan,Ohio State,Virginia,-18.926666666666666,6.0
Michigan,Michigan,Ohio State,Houston,Michigan,Ohio State,Gonzaga,-18.930769230769233,13.0
Gonzaga,Gonzaga,Baylor,Oklahoma State,Michigan,Baylor,Gonzaga,-18.938532110091746,109.0
Michigan,Michigan,Ohio State,West Virginia,Michigan,Ohio State,Gonzaga,-18.94222222222222,9.0
Kansas,Kansas,Baylor,Illinois,Florida State,Baylor,Kansas,-18.94666666666667,6.0
Baylor,Gonzaga,Baylor,Oklahoma State,Texas,Baylor,Gonzaga,-18.951249999999998,16.0
Gonzaga,Gonzaga,Villanova,Houston,Texas,Villanova,Gonzaga,-18.9525,8.0
Michigan,Michigan,Illinois,Illinois,Michigan,Ohio State,Virginia,-18.9575,8.0
Michigan,Michigan,Ohio State,Oklahoma State,Michigan,Ohio State,Gonzaga,-18.95888888888889,18.0
Michigan,Michigan,Ohio State,Illinois,Michigan,Ohio State,Virginia,-18.982857142857142,7.0
Gonzaga,Gonzaga,Illinois,Illinois,Texas,North Carolina,Gonzaga,-18.996666666666666,12.0
Gonzaga,Gonzaga,Illinois,Illinois,Alabama,North Carolina,Gonzaga,-19.018823529411765,17.0
Gonzaga,Gonzaga,North Carolina,Oklahoma State,Michigan,North Carolina,Gonzaga,-19.02,6.0
Gonzaga,Gonzaga,Baylor,Oklahoma State,Florida State,Baylor,Gonzaga,-19.02222222222222,27.0
Kansas,Kansas,Illinois,Illinois,Texas,Ohio State,Kansas,-19.02222222222222,9.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Texas Tech,Gonzaga,-19.024,10.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Texas,Ohio State,Gonzaga,-19.0325,16.0
North Carolina,Gonzaga,North Carolina,Illinois,Texas,North Carolina,Gonzaga,-19.043333333333333,6.0
Baylor,Michigan,Baylor,Illinois,Michigan,Baylor,Oklahoma,-19.045,8.0
Michigan,Michigan,Baylor,Houston,Michigan,Baylor,Iowa,-19.047619047619044,21.0
Gonzaga,Gonzaga,Illinois,Illinois,St. Bonaventure,Baylor,Gonzaga,-19.052,15.0
Kansas,Kansas,Baylor,Illinois,Texas,Baylor,Kansas,-19.054666666666666,15.0
Michigan,Michigan,Illinois,Illinois,Michigan,Arkansas,Iowa,-19.06,9.0
Michigan,Michigan,Illinois,Illinois,Michigan,Arkansas,Gonzaga,-19.07,14.0
Gonzaga,Gonzaga,Baylor,Oklahoma State,Louisiana State,Baylor,Gonzaga,-19.071428571428573,7.0
Michigan,Michigan,Illinois,Illinois,Michigan,Baylor,Oregon,-19.073333333333334,6.0
Texas,Texas,Baylor,West Virginia,Texas,Baylor,Gonzaga,-19.084,10.0
Ohio State,Gonzaga,Ohio State,Illinois,Louisiana State,Ohio State,Gonzaga,-19.0925,8.0
Gonzaga,Gonzaga,Baylor,Clemson,Alabama,Baylor,Gonzaga,-19.094285714285714,7.0
Gonzaga,Gonzaga,Villanova,West Virginia,Michigan,Villanova,Gonzaga,-19.11555555555556,9.0
Michigan,Michigan,Baylor,Oklahoma State,Michigan,Baylor,Iowa,-19.12,14.0
Gonzaga,Gonzaga,Villanova,Illinois,Michigan,Villanova,Gonzaga,-19.124000000000002,30.0
Gonzaga,Gonzaga,Baylor,Georgia Tech,Michigan,Baylor,Gonzaga,-19.127200000000002,25.0
Gonzaga,Gonzaga,Villanova,Oklahoma State,Michigan,Villanova,Gonzaga,-19.131666666666664,12.0
Michigan,Michigan,Baylor,West Virginia,Michigan,Baylor,Iowa,-19.136,10.0
Gonzaga,Gonzaga,Baylor,Rutgers,Michigan,Baylor,Gonzaga,-19.14,6.0
Michigan,Michigan,Illinois,Illinois,Michigan,Ohio State,Kansas,-19.143076923076922,13.0
Baylor,Gonzaga,Baylor,Georgia Tech,Alabama,Baylor,Gonzaga,-19.147500000000004,8.0
Texas,Texas,Oklahoma State,Oklahoma State,Texas,Baylor,Gonzaga,-19.15,6.0
Michigan,Michigan,Oklahoma State,Oklahoma State,Michigan,Ohio State,Gonzaga,-19.15090909090909,11.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Baylor,Gonzaga,-19.174285714285713,56.0
Baylor,Gonzaga,Baylor,Clemson,Michigan,Baylor,Gonzaga,-19.18285714285714,7.0
Michigan,Michigan,Illinois,Illinois,Michigan,Texas Tech,Iowa,-19.183333333333334,6.0
Michigan,Michigan,Illinois,Illinois,Michigan,Texas Tech,Gonzaga,-19.197499999999998,8.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Alabama,Ohio State,Gonzaga,-19.200000000000003,21.0
Florida State,Florida State,Baylor,Oklahoma State,Florida State,Baylor,Gonzaga,-19.217142857142857,7.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Ohio State,Gonzaga,-19.221904761904756,42.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Purdue,Gonzaga,-19.225454545454543,11.0
Gonzaga,Gonzaga,Villanova,Illinois,Texas,Villanova,Gonzaga,-19.227777777777774,18.0
Michigan,Michigan,Illinois,Illinois,Michigan,Wisconsin,Gonzaga,-19.251428571428573,7.0
Oklahoma State,Alabama,Oklahoma State,Oklahoma State,Alabama,Baylor,Gonzaga,-19.255000000000003,8.0
Michigan,Michigan,Arkansas,Oklahoma State,Michigan,Arkansas,Gonzaga,-19.256666666666668,6.0
Michigan,Michigan,Arkansas,Illinois,Michigan,Arkansas,Gonzaga,-19.259999999999998,7.0
Gonzaga,Gonzaga,Baylor,Oklahoma State,Texas,Baylor,Gonzaga,-19.267017543859644,57.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Texas,Baylor,Gonzaga,-19.272727272727277,22.0
Michigan,Michigan,Baylor,Oklahoma State,Michigan,Baylor,Gonzaga,-19.27294117647059,34.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Alabama,Baylor,Gonzaga,-19.27297297297297,37.0
Gonzaga,Gonzaga,Baylor,Syracuse,Texas,Baylor,Gonzaga,-19.29,8.0
Oregon,Oregon,Illinois,Illinois,Michigan,Baylor,Oregon,-19.29111111111111,9.0
Gonzaga,Gonzaga,Baylor,Illinois,St. Bonaventure,Baylor,Gonzaga,-19.2975,8.0
Michigan,Michigan,Illinois,Illinois,Michigan,Baylor,Southern California,-19.31,6.0
Michigan,Michigan,Baylor,West Virginia,Michigan,Baylor,Gonzaga,-19.32717948717949,39.0
Oklahoma State,Michigan,Oklahoma State,Oklahoma State,Michigan,Baylor,Gonzaga,-19.332500000000003,8.0
Gonzaga,Gonzaga,Baylor,Illinois,Georgetown,Baylor,Gonzaga,-19.336923076923078,13.0
Texas,Texas,Baylor,Illinois,Texas,Baylor,Iowa,-19.341818181818184,11.0
Gonzaga,Gonzaga,Baylor,Georgia Tech,Texas,Baylor,Gonzaga,-19.345454545454547,11.0
Michigan,Michigan,Oklahoma State,Oklahoma State,Michigan,Baylor,Iowa,-19.35,12.0
Michigan,Michigan,Illinois,Illinois,Michigan,Baylor,Oklahoma,-19.36285714285714,7.0
Oklahoma State,Iowa,Oklahoma State,Oklahoma State,Texas,Baylor,Iowa,-19.36666666666667,6.0
Gonzaga,Gonzaga,Georgia Tech,Georgia Tech,Texas,Baylor,Gonzaga,-19.374999999999996,8.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Brigham Young,Baylor,Gonzaga,-19.376666666666665,6.0
Michigan,Michigan,West Virginia,West Virginia,Michigan,Baylor,Iowa,-19.3975,8.0
Michigan,Michigan,Illinois,Illinois,Michigan,Hartford,Gonzaga,-19.403333333333336,6.0
Gonzaga,Gonzaga,Baylor,Clemson,Michigan,Baylor,Gonzaga,-19.40923076923077,13.0
Michigan,Michigan,Oklahoma State,Oklahoma State,Michigan,Baylor,Gonzaga,-19.409473684210525,19.0
North Carolina,Gonzaga,North Carolina,Houston,Michigan,North Carolina,Gonzaga,-19.411428571428576,7.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Alabama,Texas Tech,Gonzaga,-19.415555555555553,9.0
Michigan,Michigan,Baylor,Houston,Michigan,Baylor,Kansas,-19.416,15.0
Michigan,Michigan,Baylor,Illinois,Michigan,Baylor,Creighton,-19.437777777777782,9.0
Gonzaga,Gonzaga,Baylor,Syracuse,Michigan,Baylor,Gonzaga,-19.4625,8.0
Oklahoma State,Michigan,Oklahoma State,Oklahoma State,Michigan,Ohio State,Gonzaga,-19.47,6.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Arkansas,Gonzaga,-19.486666666666665,9.0
Oklahoma State,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Ohio State,Gonzaga,-19.49058823529412,17.0
Gonzaga,Gonzaga,Illinois,Illinois,Georgetown,Ohio State,Gonzaga,-19.496666666666666,6.0
Gonzaga,Gonzaga,Baylor,Clemson,Texas,Baylor,Gonzaga,-19.5,8.0
Oklahoma State,Gonzaga,Oklahoma State,Oklahoma State,Michigan,Baylor,Gonzaga,-19.501379310344824,29.0
Gonzaga,Gonzaga,Baylor,Houston,Georgetown,Baylor,Gonzaga,-19.502222222222223,9.0
Gonzaga,Gonzaga,Baylor,Drexel,Florida State,Baylor,Gonzaga,-19.503333333333334,6.0
Oklahoma State,Gonzaga,Oklahoma State,Oklahoma State,Alabama,Baylor,Gonzaga,-19.50888888888889,9.0
Gonzaga,Gonzaga,Syracuse,Syracuse,Michigan,Baylor,Gonzaga,-19.51,8.0
Michigan,Michigan,Baylor,Illinois,Michigan,Baylor,Virginia,-19.511999999999997,20.0
Michigan,Michigan,Baylor,Illinois,Michigan,Baylor,Kansas,-19.513076923076927,26.0
Illinois,Gonzaga,Illinois,Illinois,Georgetown,Ohio State,Gonzaga,-19.534285714285716,7.0
Baylor,Georgetown,Baylor,Illinois,Georgetown,Baylor,Gonzaga,-19.549999999999997,8.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Florida State,Baylor,Gonzaga,-19.564999999999998,12.0
Gonzaga,Gonzaga,Clemson,Clemson,Michigan,Baylor,Gonzaga,-19.60888888888889,9.0
Michigan,Michigan,Baylor,Houston,Michigan,Baylor,Virginia,-19.622500000000002,8.0
Oklahoma State,Alabama,Oklahoma State,Oklahoma State,Alabama,Ohio State,Gonzaga,-19.622857142857146,7.0
Gonzaga,Gonzaga,Illinois,Illinois,Georgetown,Baylor,Gonzaga,-19.632,15.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Alabama,Arkansas,Gonzaga,-19.65,10.0
Gonzaga,Gonzaga,Oklahoma State,Oklahoma State,Florida State,Ohio State,Gonzaga,-19.68,10.0
Baylor,Gonzaga,Baylor,Drexel,Michigan,Baylor,Gonzaga,-19.691666666666666,12.0
Gonzaga,Gonzaga,Illinois,Illinois,Alabama,Hartford,Gonzaga,-19.706666666666667,6.0
Michigan,Michigan,Baylor,Oklahoma State,Michigan,Baylor,Kansas,-19.72,7.0
Gonzaga,Gonzaga,Baylor,Cleveland State,Michigan,Baylor,Gonzaga,-19.736666666666665,6.0
Michigan,Michigan,Baylor,Illinois,Michigan,Baylor,Norfolk State,-19.75,6.0
Oklahoma State,Gonzaga,Oklahoma State,Oklahoma State,Texas,Baylor,Gonzaga,-19.777142857142856,7.0
Gonzaga,Gonzaga,Baylor,Illinois,Iona,Baylor,Gonzaga,-19.784444444444446,9.0
Gonzaga,Gonzaga,Illinois,Illinois,Michigan,Virginia Tech,Gonzaga,-19.785714285714285,7.0
Gonzaga,Gonzaga,Baylor,Drexel,Texas,Baylor,Gonzaga,-19.797142857142855,7.0
Oklahoma State,Michigan,Oklahoma State,Oklahoma State,Michigan,Baylor,Iowa,-19.813333333333333,6.0
Gonzaga,Gonzaga,Baylor,Illinois,Mount St. Mary's,Baylor,Gonzaga,-19.82857142857143,7.0
Missouri,Missouri,Baylor,Illinois,Michigan,Baylor,Missouri,-19.845714285714287,7.0
Gonzaga,Gonzaga,Illinois,Illinois,Iona,Baylor,Gonzaga,-19.925714285714285,7.0
Gonzaga,Gonzaga,Baylor,Illinois,Abilene Christian,Baylor,Gonzaga,-19.933333333333334,6.0
Gonzaga,Gonzaga,Baylor,Drexel,Michigan,Baylor,Gonzaga,-19.949230769230773,13.0
Gonzaga,Gonzaga,Baylor,Liberty,Michigan,Baylor,Gonzaga,-19.963333333333335,6.0
Illinois,Norfolk State,Illinois,Illinois,Michigan,Baylor,Norfolk State,-19.9925,8.0
Norfolk State,Norfolk State,Illinois,Illinois,Michigan,Baylor,Norfolk State,-20.0,6.0
Baylor,Norfolk State,Baylor,Illinois,Michigan,Baylor,Norfolk State,-20.0,7.0
Clemson,Gonzaga,Clemson,Clemson,Michigan,Ohio State,Gonzaga,-20.0,6.0
Oklahoma,Oklahoma,Baylor,Illinois,Michigan,Baylor,Oklahoma,-20.0,6.0
