pool_id,bracket_id,Win Frequency,Cash Frequency,EV,1sigma,f4w,f4e,f4mw,f4s,f1,f2,winner
9,0,0.05,0.15,11.0,34.0,Iowa,Alabama,Illinois,Baylor,Iowa,Baylor,Baylor
9,2,0.05,0.15,11.0,34.0,Gonzaga,Texas,Houston,Baylor,Gonzaga,Baylor,Baylor
9,3,0.04,0.14,11.0,33.0,Southern California,Michigan,Illinois,Ohio State,Michigan,Illinois,Michigan
9,18,0.04,0.16,10.0,31.0,Iowa,Alabama,Houston,Baylor,Iowa,Houston,Houston
9,1,0.04,0.15,10.0,31.0,Kansas,Michigan,Illinois,Texas Tech,Kansas,Illinois,Illinois
9,24,0.02,0.16,9.0,27.0,Gonzaga,Abilene Christian,Illinois,Baylor,Abilene Christian,Illinois,Illinois
9,14,0.02,0.14,7.0,25.0,Gonzaga,Michigan,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
9,9,0.03,0.08,6.0,26.0,Kansas,Alabama,Georgia Tech,Ohio State,Kansas,Ohio State,Ohio State
9,21,0.02,0.08,5.0,22.0,Gonzaga,Michigan,Tennessee,Wisconsin,Gonzaga,Tennessee,Tennessee
9,15,0.01,0.05,4.0,20.0,Iowa,Alabama,Tennessee,Purdue,Iowa,Tennessee,Tennessee
9,20,0.02,0.05,4.0,20.0,Gonzaga,Michigan,Tennessee,Baylor,Gonzaga,Tennessee,Gonzaga
9,12,0.02,0.06,4.0,21.0,Iowa,Connecticut,Houston,Ohio State,Iowa,Ohio State,Ohio State
9,11,0.01,0.05,3.0,17.0,UC-Santa Barbara,Michigan,Oklahoma State,Baylor,Michigan,Baylor,Michigan
9,23,0.01,0.05,3.0,17.0,Gonzaga,Mount St. Mary's,Oklahoma State,Texas Tech,Gonzaga,Oklahoma State,Gonzaga
9,17,0.0,0.03,1.0,6.0,Eastern Washington,Alabama,Oklahoma State,Baylor,Eastern Washington,Baylor,Eastern Washington
9,19,0.0,0.0,0.0,2.0,Ohio,Texas,Clemson,Purdue,Ohio,Clemson,Ohio
10,11,0.12,0.55,36.0,49.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
10,24,0.09,0.43,26.0,44.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
10,17,0.12,0.31,25.0,49.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Illinois
10,6,0.08,0.2,18.0,43.0,Iowa,Texas,Houston,Baylor,Texas,Baylor,Baylor
10,7,0.05,0.31,17.0,36.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
10,21,0.05,0.29,16.0,35.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
10,5,0.08,0.18,16.0,41.0,Gonzaga,Michigan,Houston,Purdue,Gonzaga,Houston,Gonzaga
10,13,0.06,0.21,15.0,37.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Illinois
10,22,0.04,0.21,13.0,33.0,Gonzaga,Alabama,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
10,12,0.04,0.18,12.0,32.0,Gonzaga,Michigan,Illinois,North Carolina,Gonzaga,Illinois,Gonzaga
10,4,0.04,0.19,12.0,33.0,Gonzaga,Florida State,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
10,15,0.04,0.12,9.0,30.0,Gonzaga,Florida State,Loyola (IL),Baylor,Florida State,Baylor,Baylor
10,20,0.04,0.14,9.0,30.0,Gonzaga,Michigan,Illinois,Ohio State,Michigan,Illinois,Michigan
10,16,0.03,0.1,7.0,27.0,Iowa,Texas,Illinois,Villanova,Iowa,Villanova,Villanova
10,14,0.02,0.1,6.0,23.0,Gonzaga,Michigan,Oklahoma State,Baylor,Gonzaga,Oklahoma State,Oklahoma State
10,2,0.03,0.08,6.0,26.0,Gonzaga,Michigan,Oklahoma State,Ohio State,Michigan,Ohio State,Ohio State
10,0,0.03,0.08,6.0,26.0,Gonzaga,Florida State,Tennessee,Purdue,Gonzaga,Tennessee,Gonzaga
10,10,0.02,0.07,5.0,21.0,Gonzaga,Georgetown,Illinois,Purdue,Gonzaga,Illinois,Gonzaga
10,18,0.02,0.06,5.0,22.0,Kansas,Brigham Young,San Diego State,Baylor,Kansas,Baylor,Baylor
10,19,0.02,0.06,4.0,20.0,Iowa,Michigan,West Virginia,Ohio State,Iowa,West Virginia,West Virginia
10,1,0.01,0.04,3.0,16.0,Gonzaga,Georgetown,Houston,Ohio State,Gonzaga,Houston,Gonzaga
10,23,0.01,0.02,2.0,13.0,Creighton,Michigan,Illinois,Baylor,Michigan,Baylor,Michigan
10,9,0.0,0.01,1.0,8.0,Southern California,Connecticut,Liberty,Baylor,Connecticut,Baylor,Connecticut
10,8,0.0,0.03,1.0,10.0,Gonzaga,Texas,Illinois,North Texas,Gonzaga,North Texas,Gonzaga
10,3,0.0,0.02,1.0,5.0,Gonzaga,Michigan,Illinois,Hartford,Gonzaga,Hartford,Hartford
11,16,0.16,0.45,36.0,54.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
11,17,0.08,0.4,26.0,43.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
11,6,0.1,0.36,25.0,46.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
11,23,0.05,0.32,18.0,37.0,Gonzaga,Mount St. Mary's,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
11,5,0.06,0.22,15.0,38.0,Gonzaga,Florida State,Houston,Baylor,Gonzaga,Baylor,Gonzaga
11,24,0.06,0.21,14.0,37.0,Gonzaga,Michigan,Houston,Villanova,Gonzaga,Houston,Gonzaga
11,3,0.05,0.19,13.0,35.0,Virginia,Michigan,Houston,Ohio State,Michigan,Houston,Houston
11,8,0.05,0.15,11.0,34.0,Gonzaga,Texas,West Virginia,Ohio State,Gonzaga,Ohio State,Gonzaga
11,15,0.02,0.14,9.0,27.0,Gonzaga,Florida State,Houston,Ohio State,Gonzaga,Houston,Gonzaga
11,11,0.04,0.11,9.0,31.0,Virginia,Connecticut,Illinois,Arkansas,Connecticut,Illinois,Illinois
11,13,0.02,0.14,8.0,24.0,Iowa,Texas,Houston,Ohio State,Iowa,Houston,Houston
11,20,0.04,0.1,8.0,30.0,Kansas,Texas,Houston,Baylor,Kansas,Baylor,Baylor
11,0,0.03,0.13,8.0,28.0,Gonzaga,Michigan,Oklahoma State,Baylor,Michigan,Baylor,Michigan
11,7,0.03,0.11,8.0,29.0,Gonzaga,Alabama,Illinois,Arkansas,Alabama,Arkansas,Alabama
11,10,0.03,0.1,7.0,26.0,Gonzaga,Michigan,Illinois,Ohio State,Michigan,Ohio State,Michigan
11,9,0.02,0.12,7.0,24.0,Gonzaga,St. Bonaventure,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
11,18,0.03,0.12,7.0,26.0,Gonzaga,Michigan,Houston,Florida,Gonzaga,Florida,Gonzaga
11,2,0.03,0.09,7.0,28.0,Kansas,Alabama,Syracuse,Ohio State,Alabama,Ohio State,Alabama
11,1,0.02,0.09,6.0,25.0,Iowa,Michigan,Houston,Baylor,Michigan,Houston,Michigan
11,19,0.02,0.08,6.0,25.0,Iowa,Connecticut,West Virginia,Ohio State,Iowa,Ohio State,Iowa
11,4,0.02,0.08,6.0,25.0,Iowa,Florida State,Houston,Ohio State,Iowa,Ohio State,Iowa
11,22,0.02,0.1,6.0,24.0,Kansas,Michigan,San Diego State,Baylor,Michigan,Baylor,Michigan
11,12,0.02,0.07,5.0,22.0,Gonzaga,Florida State,West Virginia,Texas Tech,Gonzaga,Texas Tech,Gonzaga
11,14,0.01,0.06,3.0,17.0,Kansas,Florida State,Illinois,Baylor,Kansas,Baylor,Kansas
11,21,0.01,0.04,2.0,16.0,Norfolk State,Texas,West Virginia,Baylor,Texas,West Virginia,West Virginia
12,2,0.1,0.37,26.0,46.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Baylor,Gonzaga
12,24,0.08,0.28,21.0,44.0,Gonzaga,Michigan,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
12,1,0.07,0.34,21.0,41.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
12,13,0.07,0.32,20.0,41.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
12,6,0.08,0.26,19.0,42.0,Gonzaga,Florida State,Illinois,Baylor,Gonzaga,Illinois,Illinois
12,5,0.06,0.27,17.0,38.0,Gonzaga,Alabama,Illinois,Purdue,Gonzaga,Illinois,Gonzaga
12,18,0.06,0.24,16.0,38.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Houston,Gonzaga
12,15,0.06,0.23,16.0,39.0,Gonzaga,Michigan,Illinois,Purdue,Gonzaga,Illinois,Illinois
12,7,0.06,0.23,16.0,38.0,Gonzaga,Texas,Houston,Ohio State,Gonzaga,Houston,Gonzaga
12,0,0.08,0.17,15.0,41.0,Iowa,Alabama,Illinois,Baylor,Iowa,Baylor,Baylor
12,3,0.04,0.25,14.0,34.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
12,4,0.04,0.18,12.0,33.0,Gonzaga,Alabama,Illinois,Baylor,Alabama,Illinois,Alabama
12,23,0.05,0.16,12.0,36.0,Virginia,Michigan,Illinois,Ohio State,Virginia,Illinois,Illinois
12,10,0.03,0.13,8.0,27.0,Gonzaga,Brigham Young,Illinois,Ohio State,Gonzaga,Illinois,Illinois
12,9,0.02,0.14,7.0,23.0,Gonzaga,Alabama,Houston,Baylor,Gonzaga,Houston,Gonzaga
12,19,0.02,0.09,6.0,24.0,Gonzaga,Michigan,Illinois,Oral Roberts,Gonzaga,Illinois,Gonzaga
12,17,0.02,0.06,5.0,22.0,Gonzaga,Alabama,San Diego State,Ohio State,Gonzaga,Ohio State,Gonzaga
12,12,0.02,0.05,4.0,20.0,Gonzaga,Texas,Illinois,Ohio State,Texas,Ohio State,Texas
12,8,0.01,0.04,3.0,17.0,Kansas,Alabama,West Virginia,Villanova,Kansas,West Virginia,West Virginia
12,14,0.01,0.05,3.0,17.0,Virginia,Michigan,Illinois,Baylor,Virginia,Baylor,Virginia
12,16,0.0,0.05,3.0,14.0,Gonzaga,Florida State,Illinois,Ohio State,Florida State,Illinois,Illinois
12,22,0.01,0.03,3.0,17.0,Kansas,Michigan,Cleveland State,Baylor,Michigan,Baylor,Michigan
12,20,0.01,0.05,2.0,14.0,Gonzaga,Mount St. Mary's,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
12,11,0.0,0.01,1.0,9.0,Gonzaga,Georgetown,Oklahoma State,Baylor,Gonzaga,Oklahoma State,Gonzaga
12,21,0.0,0.01,1.0,7.0,Kansas,Michigan,Drexel,Baylor,Kansas,Drexel,Drexel
13,16,0.14,0.46,34.0,52.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
13,10,0.1,0.32,24.0,47.0,Gonzaga,Alabama,West Virginia,Baylor,Gonzaga,Baylor,Baylor
13,12,0.06,0.31,20.0,40.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Ohio State,Gonzaga
13,17,0.07,0.27,18.0,40.0,Gonzaga,Michigan,Illinois,Wisconsin,Gonzaga,Illinois,Illinois
13,9,0.06,0.26,17.0,39.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Illinois,Illinois
13,21,0.06,0.21,16.0,38.0,Iowa,Michigan,Illinois,Arkansas,Michigan,Illinois,Illinois
13,22,0.06,0.16,13.0,37.0,Iowa,Alabama,Illinois,Baylor,Iowa,Baylor,Iowa
13,8,0.05,0.19,13.0,36.0,Gonzaga,Michigan,Houston,Ohio State,Gonzaga,Houston,Gonzaga
13,14,0.04,0.19,12.0,32.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Baylor,Baylor
13,24,0.05,0.17,12.0,35.0,Gonzaga,Michigan,Houston,Baylor,Michigan,Houston,Michigan
13,18,0.04,0.17,11.0,33.0,Gonzaga,Michigan,Houston,Ohio State,Gonzaga,Ohio State,Gonzaga
13,13,0.02,0.16,9.0,27.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
13,1,0.02,0.15,8.0,27.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Illinois,Illinois
13,6,0.02,0.13,8.0,26.0,Gonzaga,Colorado,Oklahoma State,Ohio State,Gonzaga,Ohio State,Gonzaga
13,23,0.04,0.11,8.0,30.0,Iowa,Michigan,West Virginia,Ohio State,Michigan,Ohio State,Ohio State
13,4,0.02,0.1,7.0,26.0,Creighton,Michigan,West Virginia,Baylor,Michigan,Baylor,Michigan
13,19,0.02,0.12,7.0,26.0,Iowa,Alabama,Illinois,Ohio State,Alabama,Illinois,Alabama
13,2,0.02,0.12,7.0,23.0,Gonzaga,Alabama,Loyola (IL),Baylor,Gonzaga,Baylor,Baylor
13,15,0.02,0.1,6.0,24.0,Gonzaga,Texas,Clemson,Baylor,Gonzaga,Baylor,Baylor
13,3,0.02,0.11,6.0,24.0,Gonzaga,Alabama,Illinois,Baylor,Alabama,Baylor,Alabama
13,5,0.02,0.09,5.0,23.0,Creighton,Texas,Houston,Baylor,Texas,Houston,Texas
13,11,0.02,0.05,4.0,21.0,Virginia,Georgetown,Houston,Ohio State,Virginia,Houston,Virginia
13,7,0.01,0.03,2.0,15.0,Virginia,Alabama,Oklahoma State,North Carolina,Virginia,North Carolina,Virginia
13,0,0.0,0.03,2.0,12.0,Gonzaga,Texas,Houston,Arkansas,Texas,Houston,Texas
13,20,0.0,0.02,1.0,10.0,Virginia,Alabama,Illinois,Ohio State,Alabama,Ohio State,Alabama
14,1,0.17,0.44,37.0,55.0,Gonzaga,Michigan,Illinois,Purdue,Gonzaga,Illinois,Gonzaga
14,15,0.13,0.43,33.0,51.0,Gonzaga,Brigham Young,Illinois,Baylor,Gonzaga,Illinois,Illinois
14,16,0.11,0.39,28.0,48.0,Gonzaga,Alabama,Illinois,Baylor,Alabama,Baylor,Baylor
14,21,0.08,0.38,24.0,43.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Baylor
14,20,0.09,0.29,21.0,44.0,Gonzaga,Alabama,Georgia Tech,Baylor,Gonzaga,Baylor,Gonzaga
14,13,0.08,0.28,20.0,42.0,Gonzaga,Michigan,Houston,Baylor,Michigan,Houston,Houston
14,12,0.08,0.26,19.0,43.0,Iowa,Michigan,Illinois,Hartford,Iowa,Illinois,Illinois
14,6,0.04,0.24,14.0,34.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
14,18,0.03,0.16,10.0,30.0,Gonzaga,Michigan,Oklahoma State,Ohio State,Michigan,Ohio State,Michigan
14,7,0.03,0.09,7.0,26.0,Iowa,Florida State,Oklahoma State,Ohio State,Florida State,Ohio State,Ohio State
14,23,0.02,0.11,6.0,22.0,Gonzaga,Florida State,Illinois,Baylor,Florida State,Baylor,Florida State
14,22,0.02,0.11,6.0,24.0,Kansas,Alabama,Illinois,Ohio State,Alabama,Illinois,Alabama
14,19,0.02,0.11,6.0,24.0,Iowa,Michigan,Illinois,Ohio State,Iowa,Ohio State,Iowa
14,14,0.02,0.08,6.0,24.0,Virginia,St. Bonaventure,Illinois,Baylor,Virginia,Illinois,Illinois
14,3,0.01,0.12,5.0,19.0,Missouri,Alabama,Illinois,Baylor,Missouri,Illinois,Missouri
14,0,0.01,0.06,4.0,19.0,Virginia,Michigan,Illinois,Baylor,Virginia,Baylor,Virginia
14,8,0.01,0.07,4.0,17.0,Gonzaga,Michigan,Oklahoma State,Baylor,Michigan,Baylor,Michigan
14,5,0.01,0.08,4.0,18.0,Gonzaga,Michigan,Clemson,Baylor,Michigan,Clemson,Michigan
14,2,0.01,0.08,4.0,19.0,Missouri,Michigan,Illinois,Baylor,Michigan,Baylor,Michigan
14,24,0.01,0.07,4.0,17.0,Oklahoma,Alabama,Illinois,Ohio State,Oklahoma,Ohio State,Oklahoma
14,11,0.01,0.04,3.0,16.0,Oklahoma,Texas,Illinois,Wisconsin,Oklahoma,Wisconsin,Oklahoma
14,10,0.01,0.05,3.0,18.0,Norfolk State,Alabama,Illinois,Baylor,Norfolk State,Baylor,Baylor
14,4,0.0,0.03,2.0,12.0,Gonzaga,Michigan,Cleveland State,North Carolina,Gonzaga,Cleveland State,Cleveland State
14,17,0.0,0.01,1.0,9.0,Gonzaga,Connecticut,West Virginia,Baylor,Connecticut,Baylor,Connecticut
14,9,0.0,0.02,1.0,10.0,Ohio,Michigan,West Virginia,Baylor,Ohio,Baylor,Ohio
15,16,0.11,0.3,25.0,49.0,Gonzaga,Alabama,Houston,Arkansas,Gonzaga,Houston,Gonzaga
15,22,0.09,0.3,24.0,46.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Houston,Gonzaga
15,13,0.08,0.35,23.0,43.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Illinois,Illinois
15,20,0.08,0.32,21.0,42.0,Gonzaga,Michigan,Illinois,Ohio State,Michigan,Illinois,Illinois
15,5,0.07,0.28,20.0,41.0,Iowa,Alabama,Houston,Baylor,Iowa,Baylor,Iowa
15,11,0.08,0.28,19.0,42.0,Iowa,Texas,Illinois,Baylor,Iowa,Illinois,Iowa
15,23,0.06,0.26,16.0,38.0,Gonzaga,Maryland,Illinois,Texas Tech,Gonzaga,Illinois,Gonzaga
15,8,0.06,0.23,15.0,37.0,Gonzaga,Florida State,Illinois,Baylor,Gonzaga,Illinois,Illinois
15,0,0.06,0.18,14.0,38.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Baylor,Michigan
15,10,0.04,0.24,14.0,35.0,Gonzaga,Georgetown,Illinois,Texas Tech,Gonzaga,Illinois,Gonzaga
15,6,0.06,0.17,13.0,36.0,Kansas,Alabama,Illinois,Baylor,Alabama,Baylor,Alabama
15,15,0.03,0.18,11.0,30.0,Gonzaga,Michigan,Oklahoma State,Baylor,Michigan,Oklahoma State,Michigan
15,4,0.03,0.15,9.0,29.0,Gonzaga,Louisiana State,Illinois,Purdue,Gonzaga,Illinois,Illinois
15,21,0.03,0.13,9.0,29.0,Gonzaga,Florida State,Syracuse,Baylor,Gonzaga,Syracuse,Gonzaga
15,1,0.02,0.11,7.0,25.0,Virginia,Alabama,Illinois,Baylor,Alabama,Baylor,Alabama
15,14,0.02,0.1,6.0,24.0,Gonzaga,Alabama,Illinois,North Carolina,Gonzaga,Illinois,Gonzaga
15,24,0.01,0.11,5.0,20.0,Iowa,Michigan,Liberty,Baylor,Iowa,Baylor,Iowa
15,18,0.02,0.06,4.0,20.0,Gonzaga,Alabama,Oklahoma State,Ohio State,Gonzaga,Ohio State,Ohio State
15,2,0.01,0.06,3.0,16.0,Oklahoma,Michigan,Illinois,Baylor,Michigan,Baylor,Baylor
15,17,0.01,0.03,2.0,14.0,Oregon,Michigan,Tennessee,Ohio State,Oregon,Ohio State,Oregon
15,19,0.01,0.04,2.0,15.0,Kansas,Alabama,Illinois,Winthrop,Kansas,Illinois,Kansas
15,9,0.01,0.03,2.0,13.0,Gonzaga,Michigan,West Virginia,North Carolina,Michigan,North Carolina,Michigan
15,3,0.01,0.04,2.0,15.0,Grand Canyon,Michigan,Illinois,Ohio State,Grand Canyon,Ohio State,Ohio State
15,12,0.01,0.02,2.0,13.0,Norfolk State,Michigan,Illinois,Ohio State,Michigan,Ohio State,Michigan
15,7,0.0,0.01,1.0,9.0,Missouri,Florida State,Cleveland State,Baylor,Florida State,Cleveland State,Florida State
16,0,0.12,0.3,26.0,49.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
16,19,0.1,0.28,22.0,46.0,Gonzaga,Michigan,Houston,Baylor,Gonzaga,Houston,Gonzaga
16,2,0.07,0.28,19.0,40.0,Gonzaga,Michigan,San Diego State,Baylor,Gonzaga,Baylor,Gonzaga
16,6,0.06,0.31,18.0,38.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
16,1,0.06,0.3,18.0,38.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
16,21,0.06,0.25,17.0,38.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Illinois
16,24,0.06,0.24,16.0,38.0,Gonzaga,Alabama,Illinois,Baylor,Alabama,Illinois,Illinois
16,5,0.07,0.21,16.0,39.0,Gonzaga,Alabama,Illinois,Baylor,Alabama,Baylor,Alabama
16,8,0.07,0.18,15.0,39.0,Iowa,Alabama,Illinois,Ohio State,Iowa,Ohio State,Iowa
16,14,0.03,0.19,11.0,31.0,Gonzaga,Texas,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
16,3,0.03,0.17,11.0,30.0,Iowa,Alabama,Illinois,Baylor,Alabama,Illinois,Alabama
16,15,0.03,0.2,10.0,28.0,Gonzaga,Michigan,Illinois,Colgate,Gonzaga,Illinois,Gonzaga
16,17,0.03,0.17,10.0,29.0,Iowa,Michigan,Illinois,Baylor,Michigan,Illinois,Illinois
16,12,0.03,0.12,8.0,27.0,Gonzaga,Georgetown,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
16,11,0.04,0.11,8.0,30.0,Iowa,Michigan,Illinois,Ohio State,Michigan,Illinois,Michigan
16,10,0.02,0.1,7.0,26.0,Gonzaga,Florida State,West Virginia,Baylor,Gonzaga,Baylor,Gonzaga
16,4,0.03,0.11,7.0,26.0,Gonzaga,Michigan,Loyola (IL),Ohio State,Gonzaga,Loyola (IL),Gonzaga
16,13,0.02,0.09,6.0,24.0,Iowa,Alabama,Illinois,Baylor,Alabama,Baylor,Baylor
16,18,0.02,0.1,6.0,25.0,Gonzaga,Connecticut,Illinois,Texas Tech,Gonzaga,Illinois,Illinois
16,9,0.02,0.07,5.0,22.0,Gonzaga,Colorado,Houston,Ohio State,Colorado,Ohio State,Ohio State
16,23,0.02,0.07,5.0,24.0,Gonzaga,Texas,Tennessee,Baylor,Gonzaga,Tennessee,Tennessee
16,22,0.02,0.05,4.0,21.0,Virginia,Michigan,Illinois,Arkansas,Virginia,Illinois,Virginia
16,7,0.01,0.02,2.0,13.0,Norfolk State,Florida State,Illinois,Baylor,Florida State,Baylor,Florida State
16,16,0.0,0.04,2.0,13.0,Gonzaga,Alabama,Tennessee,Baylor,Gonzaga,Baylor,Gonzaga
16,20,0.0,0.02,1.0,10.0,Virginia,Texas,Clemson,Baylor,Virginia,Clemson,Virginia
17,9,0.15,0.55,39.0,52.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
17,7,0.12,0.42,30.0,50.0,Gonzaga,Alabama,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
17,22,0.09,0.34,23.0,45.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
17,12,0.08,0.29,21.0,43.0,Gonzaga,Alabama,Illinois,Baylor,Alabama,Baylor,Alabama
17,23,0.07,0.22,17.0,41.0,Iowa,Michigan,Houston,Baylor,Iowa,Baylor,Baylor
17,20,0.05,0.17,13.0,36.0,Iowa,Michigan,Illinois,Ohio State,Michigan,Illinois,Michigan
17,19,0.03,0.24,13.0,31.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
17,24,0.04,0.21,13.0,33.0,Gonzaga,Michigan,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
17,10,0.04,0.22,12.0,32.0,Gonzaga,Alabama,Illinois,Baylor,Gonzaga,Baylor,Gonzaga
17,0,0.04,0.12,10.0,33.0,Iowa,Michigan,Houston,Arkansas,Iowa,Houston,Houston
17,3,0.04,0.14,10.0,31.0,Kansas,Michigan,Illinois,Baylor,Kansas,Illinois,Kansas
17,14,0.03,0.11,8.0,28.0,Gonzaga,Alabama,Oklahoma State,Ohio State,Gonzaga,Oklahoma State,Gonzaga
17,17,0.03,0.1,7.0,28.0,Iowa,Michigan,Illinois,Wisconsin,Iowa,Illinois,Iowa
17,15,0.02,0.09,6.0,24.0,Gonzaga,Michigan,Houston,Wisconsin,Gonzaga,Houston,Gonzaga
17,16,0.02,0.1,6.0,24.0,Iowa,Connecticut,Illinois,Baylor,Iowa,Illinois,Illinois
17,13,0.02,0.11,6.0,24.0,Iowa,Alabama,Illinois,Baylor,Alabama,Baylor,Alabama
17,11,0.02,0.08,6.0,25.0,Oregon,Alabama,Illinois,Baylor,Oregon,Illinois,Illinois
17,4,0.01,0.1,5.0,20.0,Gonzaga,Alabama,Illinois,Baylor,Alabama,Illinois,Alabama
17,21,0.02,0.07,5.0,22.0,Gonzaga,Michigan,Illinois,Villanova,Gonzaga,Illinois,Gonzaga
17,2,0.02,0.07,5.0,22.0,Southern California,Louisiana State,Illinois,Arkansas,Louisiana State,Illinois,Illinois
17,1,0.01,0.06,4.0,19.0,Iowa,Michigan,West Virginia,Baylor,Michigan,West Virginia,Michigan
17,18,0.02,0.07,4.0,21.0,Gonzaga,Michigan,Illinois,Arkansas,Gonzaga,Arkansas,Arkansas
17,6,0.01,0.04,3.0,18.0,Gonzaga,Brigham Young,Illinois,North Carolina,Brigham Young,Illinois,Brigham Young
17,5,0.01,0.07,3.0,15.0,Grand Canyon,Michigan,Illinois,Baylor,Grand Canyon,Baylor,Baylor
17,8,0.0,0.03,2.0,12.0,Gonzaga,Alabama,Illinois,Ohio State,Alabama,Ohio State,Alabama
18,0,0.16,0.5,40.0,55.0,Gonzaga,Florida State,Illinois,Ohio State,Gonzaga,Illinois,Gonzaga
18,21,0.11,0.39,28.0,48.0,Gonzaga,Michigan,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
18,6,0.1,0.33,25.0,47.0,Gonzaga,Michigan,Illinois,Baylor,Michigan,Baylor,Michigan
18,11,0.08,0.29,22.0,44.0,Gonzaga,Florida State,Illinois,Baylor,Gonzaga,Baylor,Baylor
18,17,0.08,0.33,22.0,42.0,Gonzaga,Texas,Illinois,Ohio State,Gonzaga,Illinois,Illinois
18,2,0.04,0.28,15.0,34.0,Gonzaga,Florida State,Illinois,Baylor,Gonzaga,Illinois,Illinois
18,20,0.06,0.16,13.0,37.0,Iowa,Alabama,Illinois,Arkansas,Alabama,Illinois,Alabama
18,18,0.03,0.24,12.0,30.0,Gonzaga,Texas,Illinois,Baylor,Gonzaga,Illinois,Gonzaga
18,1,0.04,0.15,11.0,33.0,Gonzaga,St. Bonaventure,Houston,Baylor,Gonzaga,Houston,Gonzaga
18,19,0.04,0.12,9.0,31.0,Iowa,Texas,Syracuse,Baylor,Iowa,Baylor,Iowa
18,12,0.04,0.13,9.0,30.0,Kansas,Michigan,Houston,Purdue,Michigan,Purdue,Purdue
18,24,0.04,0.13,9.0,30.0,Gonzaga,Maryland,Illinois,Baylor,Gonzaga,Illinois,Illinois
18,14,0.02,0.12,7.0,24.0,Gonzaga,Louisiana State,Illinois,Ohio State,Louisiana State,Illinois,Illinois
18,4,0.02,0.11,7.0,25.0,Gonzaga,Florida State,Houston,Ohio State,Florida State,Ohio State,Ohio State
18,23,0.02,0.11,7.0,26.0,Gonzaga,Michigan,Illinois,Ohio State,Michigan,Ohio State,Michigan
18,15,0.02,0.1,6.0,25.0,Gonzaga,Michigan,West Virginia,Purdue,Michigan,Purdue,Michigan
18,16,0.02,0.1,6.0,25.0,Iowa,Alabama,Illinois,North Carolina,Iowa,North Carolina,North Carolina
18,22,0.02,0.1,6.0,23.0,Kansas,Florida State,Illinois,Ohio State,Kansas,Illinois,Kansas
18,3,0.01,0.08,4.0,19.0,Kansas,Michigan,Illinois,Baylor,Kansas,Baylor,Kansas
